"district","county","number_overweight","percent_overweight","number_obese","percent_obese","number_overweight_or_obese","percent_overweight_or_obese","grade_level","number_healthy_weight","percent_healthy_weight","sex","year","num_asian","num_black","num_hisp","num_am_ind","num_white","num_female","num_male","num_lep","num_multi","num_swd","num_ecdis"
590501,"SULLIVAN",22,16.4,26,19.4,48,35.8,"ELEMENTARY",86,0.642,"FEMALE",2019,22,128,789,7,416,737,707,273,82,192,999
590501,"SULLIVAN",22,16.1,36,26.3,58,42.3,"ELEMENTARY",79,0.577,"MALE",2019,22,128,789,7,416,737,707,273,82,192,999
590501,"SULLIVAN",8,14.3,14,25,22,39.3,"MIDDLE/HIGH",34,0.607,"FEMALE",2019,22,128,789,7,416,737,707,273,82,192,999
590501,"SULLIVAN",9,15.3,17,28.8,26,44.1,"MIDDLE/HIGH",33,0.559,"MALE",2019,22,128,789,7,416,737,707,273,82,192,999
590801,"SULLIVAN",5,7.6,7,10.6,12,18.2,"ELEMENTARY",49,0.742,"FEMALE",2019,2,3,50,2,413,249,233,1,12,44,222
590801,"SULLIVAN",9,14.1,7,10.9,16,25,"ELEMENTARY",48,0.75,"MALE",2019,2,3,50,2,413,249,233,1,12,44,222
590801,"SULLIVAN",14,28.6,10,20.4,24,49,"MIDDLE/HIGH",25,0.51,"FEMALE",2019,2,3,50,2,413,249,233,1,12,44,222
590801,"SULLIVAN",5,13.9,9,25,14,38.9,"MIDDLE/HIGH",22,0.611,"MALE",2019,2,3,50,2,413,249,233,1,12,44,222
591502,"SULLIVAN",29,21.5,19,14.1,48,35.6,"ELEMENTARY",87,0.644,"FEMALE",2019,10,8,103,3,907,507,561,13,37,142,409
591502,"SULLIVAN",19,14.1,17,12.6,36,26.7,"ELEMENTARY",99,0.733,"MALE",2019,10,8,103,3,907,507,561,13,37,142,409
591502,"SULLIVAN",12,16.2,24,32.4,36,48.6,"MIDDLE/HIGH",38,0.514,"FEMALE",2019,10,8,103,3,907,507,561,13,37,142,409
591502,"SULLIVAN",16,17.2,39,41.9,55,59.1,"MIDDLE/HIGH",38,0.409,"MALE",2019,10,8,103,3,907,507,561,13,37,142,409
600101,"TIOGA",12,16.9,13,18.3,25,35.2,"ELEMENTARY",41,0.577,"FEMALE",2019,14,12,19,1,1429,758,743,1,26,211,739
600101,"TIOGA",17,18.3,13,14,30,32.3,"ELEMENTARY",63,0.677,"MALE",2019,14,12,19,1,1429,758,743,1,26,211,739
600101,"TIOGA",26,25.5,24,23.5,50,49,"MIDDLE/HIGH",52,0.51,"FEMALE",2019,14,12,19,1,1429,758,743,1,26,211,739
600101,"TIOGA",16,16,30,30,46,46,"MIDDLE/HIGH",54,0.54,"MALE",2019,14,12,19,1,1429,758,743,1,26,211,739
600301,"TIOGA",10,14.5,15,21.7,25,36.2,"ELEMENTARY",44,0.638,"FEMALE",2019,3,6,20,1,703,376,380,1,23,112,444
600301,"TIOGA",7,9.3,16,21.3,23,30.7,"ELEMENTARY",52,0.693,"MALE",2019,3,6,20,1,703,376,380,1,23,112,444
600801,"TIOGA",12,14.5,14,16.9,26,31.3,"ELEMENTARY",57,0.687,"FEMALE",2019,7,8,14,4,857,445,456,1,11,138,524
600801,"TIOGA",11,12.1,21,23.1,32,35.2,"ELEMENTARY",59,0.648,"MALE",2019,7,8,14,4,857,445,456,1,11,138,524
600801,"TIOGA",6,11.5,11,21.2,17,32.7,"MIDDLE/HIGH",35,0.673,"FEMALE",2019,7,8,14,4,857,445,456,1,11,138,524
600801,"TIOGA",11,32.4,9,26.5,20,58.8,"MIDDLE/HIGH",14,0.412,"MALE",2019,7,8,14,4,857,445,456,1,11,138,524
610501,"TOMPKINS",15,18.5,11,13.6,26,32.1,"ELEMENTARY",55,0.679,"FEMALE",2019,5,17,25,1,772,428,424,4,32,109,357
610501,"TOMPKINS",13,18.3,17,23.9,30,42.3,"ELEMENTARY",41,0.577,"MALE",2019,5,17,25,1,772,428,424,4,32,109,357
610501,"TOMPKINS",11,22.4,7,14.3,18,36.7,"MIDDLE/HIGH",31,0.633,"FEMALE",2019,5,17,25,1,772,428,424,4,32,109,357
610501,"TOMPKINS",5,9.3,13,24.1,18,33.3,"MIDDLE/HIGH",36,0.667,"MALE",2019,5,17,25,1,772,428,424,4,32,109,357
610600,"TOMPKINS",78,12.6,76,12.3,154,24.9,"ELEMENTARY",450,0.728,"FEMALE",2019,547,402,406,17,3365,2574,2693,210,530,715,1877
610600,"TOMPKINS",74,12,70,11.3,144,23.3,"ELEMENTARY",455,0.735,"MALE",2019,547,402,406,17,3365,2574,2693,210,530,715,1877
610600,"TOMPKINS",43,12.5,42,12.2,85,24.6,"MIDDLE/HIGH",251,0.728,"FEMALE",2019,547,402,406,17,3365,2574,2693,210,530,715,1877
610600,"TOMPKINS",43,12.6,43,12.6,86,25.2,"MIDDLE/HIGH",244,0.716,"MALE",2019,547,402,406,17,3365,2574,2693,210,530,715,1877
610801,"TOMPKINS",11,8.7,12,9.4,23,18.1,"ELEMENTARY",104,0.819,"FEMALE",2019,46,11,45,4,952,585,602,21,129,131,342
610801,"TOMPKINS",24,19.2,10,8,34,27.2,"ELEMENTARY",85,0.68,"MALE",2019,46,11,45,4,952,585,602,21,129,131,342
610801,"TOMPKINS",10,16.9,11,18.6,21,35.6,"MIDDLE/HIGH",38,0.644,"FEMALE",2019,46,11,45,4,952,585,602,21,129,131,342
610801,"TOMPKINS",16,17.8,14,15.6,30,33.3,"MIDDLE/HIGH",55,0.611,"MALE",2019,46,11,45,4,952,585,602,21,129,131,342
620600,"ULSTER",115,16.1,139,19.4,254,35.5,"ELEMENTARY",445,0.622,"FEMALE",2019,169,795,1611,6,3422,3282,3314,506,593,1326,3635
620600,"ULSTER",119,17,158,22.6,277,39.7,"ELEMENTARY",403,0.577,"MALE",2019,169,795,1611,6,3422,3282,3314,506,593,1326,3635
620600,"ULSTER",83,22,103,27.3,186,49.3,"MIDDLE/HIGH",186,0.493,"FEMALE",2019,169,795,1611,6,3422,3282,3314,506,593,1326,3635
620600,"ULSTER",61,16.4,103,27.7,164,44.1,"MIDDLE/HIGH",208,0.559,"MALE",2019,169,795,1611,6,3422,3282,3314,506,593,1326,3635
620803,"ULSTER",29,17,27,15.8,56,32.7,"ELEMENTARY",115,0.673,"FEMALE",2019,69,107,249,3,1163,827,840,14,76,226,665
620803,"ULSTER",25,13.8,33,18.2,58,32,"ELEMENTARY",118,0.652,"MALE",2019,69,107,249,3,1163,827,840,14,76,226,665
620803,"ULSTER",18,17.8,18,17.8,36,35.6,"MIDDLE/HIGH",65,0.644,"FEMALE",2019,69,107,249,3,1163,827,840,14,76,226,665
620803,"ULSTER",22,17.9,26,21.1,48,39,"MIDDLE/HIGH",68,0.553,"MALE",2019,69,107,249,3,1163,827,840,14,76,226,665
621101,"ULSTER",37,20.4,19,10.5,56,30.9,"ELEMENTARY",125,0.691,"FEMALE",2019,61,90,264,2,1532,1001,1034,48,86,313,557
621101,"ULSTER",29,15.8,34,18.6,63,34.4,"ELEMENTARY",115,0.628,"MALE",2019,61,90,264,2,1532,1001,1034,48,86,313,557
621101,"ULSTER",22,14.9,16,10.8,38,25.7,"MIDDLE/HIGH",110,0.743,"FEMALE",2019,61,90,264,2,1532,1001,1034,48,86,313,557
621101,"ULSTER",31,19.3,29,18,60,37.3,"MIDDLE/HIGH",101,0.627,"MALE",2019,61,90,264,2,1532,1001,1034,48,86,313,557
621801,"ULSTER",43,14.9,51,17.6,94,32.5,"ELEMENTARY",183,0.633,"FEMALE",2019,32,179,698,2,1847,1349,1482,64,73,387,991
621801,"ULSTER",49,16.9,58,20,107,36.9,"ELEMENTARY",183,0.631,"MALE",2019,32,179,698,2,1847,1349,1482,64,73,387,991
621801,"ULSTER",47,19.3,55,22.6,102,42,"MIDDLE/HIGH",135,0.556,"FEMALE",2019,32,179,698,2,1847,1349,1482,64,73,387,991
621801,"ULSTER",47,19.2,62,25.3,109,44.5,"MIDDLE/HIGH",129,0.527,"MALE",2019,32,179,698,2,1847,1349,1482,64,73,387,991
630300,"WARREN",37,15.8,40,17.1,77,32.9,"ELEMENTARY",157,0.671,"FEMALE",2019,25,37,107,2,1777,1003,1070,3,125,368,959
630300,"WARREN",33,17.1,40,20.7,73,37.8,"ELEMENTARY",114,0.591,"MALE",2019,25,37,107,2,1777,1003,1070,3,125,368,959
630300,"WARREN",29,19,24,15.7,53,34.6,"MIDDLE/HIGH",94,0.614,"FEMALE",2019,25,37,107,2,1777,1003,1070,3,125,368,959
630300,"WARREN",16,12.2,28,21.4,44,33.6,"MIDDLE/HIGH",87,0.664,"MALE",2019,25,37,107,2,1777,1003,1070,3,125,368,959
630902,"WARREN",58,19,43,14.1,101,33.1,"ELEMENTARY",192,0.63,"FEMALE",2019,44,33,82,1,2916,1516,1620,14,60,490,1152
630902,"WARREN",49,13.8,58,16.3,107,30.1,"ELEMENTARY",232,0.654,"MALE",2019,44,33,82,1,2916,1516,1620,14,60,490,1152
630902,"WARREN",41,17.8,30,13,71,30.9,"MIDDLE/HIGH",152,0.661,"FEMALE",2019,44,33,82,1,2916,1516,1620,14,60,490,1152
630902,"WARREN",40,17.2,39,16.7,79,33.9,"MIDDLE/HIGH",147,0.631,"MALE",2019,44,33,82,1,2916,1516,1620,14,60,490,1152
640701,"WASHINGTON",14,17.3,15,18.5,29,35.8,"ELEMENTARY",47,0.58,"FEMALE",2019,4,14,10,2,1014,502,570,0,28,187,483
640701,"WASHINGTON",20,23.8,25,29.8,45,53.6,"ELEMENTARY",39,0.464,"MALE",2019,4,14,10,2,1014,502,570,0,28,187,483
640701,"WASHINGTON",5,9.3,9,16.7,14,25.9,"MIDDLE/HIGH",40,0.741,"FEMALE",2019,4,14,10,2,1014,502,570,0,28,187,483
640701,"WASHINGTON",12,18.8,18,28.1,30,46.9,"MIDDLE/HIGH",34,0.531,"MALE",2019,4,14,10,2,1014,502,570,0,28,187,483
641301,"WASHINGTON",59,20,54,18.3,113,38.3,"ELEMENTARY",171,0.58,"FEMALE",2019,14,24,76,4,2146,1181,1202,6,119,488,999
641301,"WASHINGTON",46,15.6,67,22.7,113,38.3,"ELEMENTARY",175,0.593,"MALE",2019,14,24,76,4,2146,1181,1202,6,119,488,999
641301,"WASHINGTON",30,21,39,27.3,69,48.3,"MIDDLE/HIGH",74,0.517,"FEMALE",2019,14,24,76,4,2146,1181,1202,6,119,488,999
641301,"WASHINGTON",30,20.5,48,32.9,78,53.4,"MIDDLE/HIGH",63,0.432,"MALE",2019,14,24,76,4,2146,1181,1202,6,119,488,999
650901,"WAYNE",29,20.7,10,7.1,39,27.9,"ELEMENTARY",96,0.686,"FEMALE",2019,6,16,65,4,1726,899,969,11,51,231,819
650901,"WAYNE",22,16.5,17,12.8,39,29.3,"ELEMENTARY",88,0.662,"MALE",2019,6,16,65,4,1726,899,969,11,51,231,819
650901,"WAYNE",5,10.2,9,18.4,14,28.6,"MIDDLE/HIGH",35,0.714,"MALE",2019,6,16,65,4,1726,899,969,11,51,231,819
651503,"WAYNE",8,10.5,14,18.4,22,28.9,"ELEMENTARY",54,0.711,"FEMALE",2019,6,8,17,2,784,378,446,5,7,150,423
651503,"WAYNE",7,8.5,16,19.5,23,28,"ELEMENTARY",59,0.72,"MALE",2019,6,8,17,2,784,378,446,5,7,150,423
651503,"WAYNE",10,20.4,17,34.7,27,55.1,"MIDDLE/HIGH",22,0.449,"FEMALE",2019,6,8,17,2,784,378,446,5,7,150,423
651503,"WAYNE",13,23.2,16,28.6,29,51.8,"MIDDLE/HIGH",27,0.482,"MALE",2019,6,8,17,2,784,378,446,5,7,150,423
660202,"WESTCHESTER",25,15.2,18,11,43,26.2,"ELEMENTARY",121,0.738,"FEMALE",2019,107,30,268,1,1130,764,820,28,48,217,190
660202,"WESTCHESTER",29,15.3,18,9.5,47,24.7,"ELEMENTARY",143,0.753,"MALE",2019,107,30,268,1,1130,764,820,28,48,217,190
660202,"WESTCHESTER",22,19,7,6,29,25,"MIDDLE/HIGH",87,0.75,"FEMALE",2019,107,30,268,1,1130,764,820,28,48,217,190
660202,"WESTCHESTER",18,16.1,16,14.3,34,30.4,"MIDDLE/HIGH",78,0.696,"MALE",2019,107,30,268,1,1130,764,820,28,48,217,190
660203,"WESTCHESTER",39,17.4,37,16.5,76,33.9,"ELEMENTARY",148,0.661,"FEMALE",2019,73,131,687,2,1266,1122,1146,67,109,335,688
660203,"WESTCHESTER",46,17.6,37,14.2,83,31.8,"ELEMENTARY",164,0.628,"MALE",2019,73,131,687,2,1266,1122,1146,67,109,335,688
660203,"WESTCHESTER",30,15.1,32,16.1,62,31.2,"MIDDLE/HIGH",132,0.663,"FEMALE",2019,73,131,687,2,1266,1122,1146,67,109,335,688
660203,"WESTCHESTER",33,15.6,39,18.4,72,34,"MIDDLE/HIGH",134,0.632,"MALE",2019,73,131,687,2,1266,1122,1146,67,109,335,688
660402,"WESTCHESTER",21,13.8,11,7.2,32,21.1,"ELEMENTARY",120,0.789,"FEMALE",2019,196,94,167,2,1215,841,940,23,107,186,160
660402,"WESTCHESTER",31,18.1,11,6.4,42,24.6,"ELEMENTARY",129,0.754,"MALE",2019,196,94,167,2,1215,841,940,23,107,186,160
660402,"WESTCHESTER",16,13.7,9,7.7,25,21.4,"MIDDLE/HIGH",92,0.786,"FEMALE",2019,196,94,167,2,1215,841,940,23,107,186,160
660402,"WESTCHESTER",17,14.5,16,13.7,33,28.2,"MIDDLE/HIGH",84,0.718,"MALE",2019,196,94,167,2,1215,841,940,23,107,186,160
660405,"WESTCHESTER",30,12.3,21,8.6,51,21,"ELEMENTARY",171,0.704,"FEMALE",2019,484,90,299,1,1336,1068,1258,44,116,273,219
660405,"WESTCHESTER",29,10.5,23,8.4,52,18.9,"ELEMENTARY",208,0.756,"MALE",2019,484,90,299,1,1336,1068,1258,44,116,273,219
660405,"WESTCHESTER",16,11.9,15,11.1,31,23,"MIDDLE/HIGH",98,0.726,"FEMALE",2019,484,90,299,1,1336,1068,1258,44,116,273,219
660405,"WESTCHESTER",27,15.5,26,14.9,53,30.5,"MIDDLE/HIGH",115,0.661,"MALE",2019,484,90,299,1,1336,1068,1258,44,116,273,219
660407,"WESTCHESTER",43,18.1,32,13.5,75,31.6,"ELEMENTARY",157,0.662,"FEMALE",2019,109,622,745,2,212,838,880,90,28,281,962
660407,"WESTCHESTER",48,18.3,45,17.2,93,35.5,"ELEMENTARY",160,0.611,"MALE",2019,109,622,745,2,212,838,880,90,28,281,962
660407,"WESTCHESTER",11,20,16,29.1,27,49.1,"MIDDLE/HIGH",28,0.509,"FEMALE",2019,109,622,745,2,212,838,880,90,28,281,962
660407,"WESTCHESTER",13,18.6,24,34.3,37,52.9,"MIDDLE/HIGH",33,0.471,"MALE",2019,109,622,745,2,212,838,880,90,28,281,962
660501,"WESTCHESTER",55,12.8,54,12.6,109,25.3,"ELEMENTARY",296,0.688,"FEMALE",2019,445,78,661,2,2348,1821,1801,315,88,465,698
660501,"WESTCHESTER",53,12.4,51,11.9,104,24.2,"ELEMENTARY",307,0.716,"MALE",2019,445,78,661,2,2348,1821,1801,315,88,465,698
660501,"WESTCHESTER",47,18.7,24,9.6,71,28.3,"MIDDLE/HIGH",172,0.685,"FEMALE",2019,445,78,661,2,2348,1821,1801,315,88,465,698
660501,"WESTCHESTER",27,11.7,39,17,66,28.7,"MIDDLE/HIGH",157,0.683,"MALE",2019,445,78,661,2,2348,1821,1801,315,88,465,698
660801,"WESTCHESTER",30,15.7,18,9.4,48,25.1,"ELEMENTARY",137,0.717,"FEMALE",2019,86,8,271,1,1508,907,996,48,29,309,195
660801,"WESTCHESTER",31,12.1,31,12.1,62,24.2,"ELEMENTARY",186,0.727,"MALE",2019,86,8,271,1,1508,907,996,48,29,309,195
660801,"WESTCHESTER",20,16.3,15,12.2,35,28.5,"MIDDLE/HIGH",88,0.715,"FEMALE",2019,86,8,271,1,1508,907,996,48,29,309,195
660801,"WESTCHESTER",20,15.2,24,18.2,44,33.3,"MIDDLE/HIGH",88,0.667,"MALE",2019,86,8,271,1,1508,907,996,48,29,309,195
660805,"WESTCHESTER",27,18.9,21,14.7,48,33.6,"ELEMENTARY",95,0.664,"FEMALE",2019,91,103,379,3,749,681,706,55,62,168,235
660805,"WESTCHESTER",20,13.2,18,11.8,38,25,"ELEMENTARY",114,0.75,"MALE",2019,91,103,379,3,749,681,706,55,62,168,235
660805,"WESTCHESTER",27,25.2,13,12.1,40,37.4,"MIDDLE/HIGH",67,0.626,"FEMALE",2019,91,103,379,3,749,681,706,55,62,168,235
660805,"WESTCHESTER",18,18.2,14,14.1,32,32.3,"MIDDLE/HIGH",59,0.596,"MALE",2019,91,103,379,3,749,681,706,55,62,168,235
660809,"WESTCHESTER",16,11,12,8.2,28,19.2,"ELEMENTARY",111,0.76,"FEMALE",2019,89,38,219,1,1283,818,877,41,65,315,223
660809,"WESTCHESTER",15,9.4,19,11.9,34,21.3,"ELEMENTARY",114,0.713,"MALE",2019,89,38,219,1,1283,818,877,41,65,315,223
660809,"WESTCHESTER",17,17,5,5,22,22,"MIDDLE/HIGH",78,0.78,"FEMALE",2019,89,38,219,1,1283,818,877,41,65,315,223
660809,"WESTCHESTER",18,14.1,15,11.7,33,25.8,"MIDDLE/HIGH",90,0.703,"MALE",2019,89,38,219,1,1283,818,877,41,65,315,223
660900,"WESTCHESTER",80,15.7,87,17,167,32.7,"ELEMENTARY",308,0.603,"FEMALE",2019,138,5307,1964,14,364,3866,4015,577,94,1264,5474
660900,"WESTCHESTER",71,15.1,90,19.1,161,34.2,"ELEMENTARY",281,0.597,"MALE",2019,138,5307,1964,14,364,3866,4015,577,94,1264,5474
660900,"WESTCHESTER",29,10.4,41,14.7,70,25.1,"MIDDLE/HIGH",203,0.728,"FEMALE",2019,138,5307,1964,14,364,3866,4015,577,94,1264,5474
660900,"WESTCHESTER",36,11.8,39,12.8,75,24.6,"MIDDLE/HIGH",221,0.725,"MALE",2019,138,5307,1964,14,364,3866,4015,577,94,1264,5474
661100,"WESTCHESTER",134,15.7,142,16.6,276,32.3,"ELEMENTARY",535,0.626,"FEMALE",2019,506,2144,5266,13,2697,5136,5630,1279,140,1529,5870
661100,"WESTCHESTER",133,14.3,165,17.8,298,32.1,"ELEMENTARY",591,0.636,"MALE",2019,506,2144,5266,13,2697,5136,5630,1279,140,1529,5870
661100,"WESTCHESTER",104,17.2,118,19.5,222,36.6,"MIDDLE/HIGH",372,0.614,"FEMALE",2019,506,2144,5266,13,2697,5136,5630,1279,140,1529,5870
661100,"WESTCHESTER",103,14.5,177,25,280,39.5,"MIDDLE/HIGH",408,0.576,"MALE",2019,506,2144,5266,13,2697,5136,5630,1279,140,1529,5870
661301,"WESTCHESTER",18,17.5,16,15.5,34,33,"ELEMENTARY",69,0.67,"FEMALE",2019,31,16,186,1,775,523,523,28,37,161,195
661301,"WESTCHESTER",11,10.7,14,13.6,25,24.3,"ELEMENTARY",78,0.757,"MALE",2019,31,16,186,1,775,523,523,28,37,161,195
661301,"WESTCHESTER",11,17.2,7,10.9,18,28.1,"MIDDLE/HIGH",46,0.719,"FEMALE",2019,31,16,186,1,775,523,523,28,37,161,195
661301,"WESTCHESTER",13,24.1,8,14.8,21,38.9,"MIDDLE/HIGH",33,0.611,"MALE",2019,31,16,186,1,775,523,523,28,37,161,195
661601,"WESTCHESTER",29,12.9,14,6.2,43,19.1,"ELEMENTARY",182,0.809,"FEMALE",2019,167,150,478,1,1902,1398,1515,22,215,291,314
661601,"WESTCHESTER",22,8.4,21,8,43,16.5,"ELEMENTARY",213,0.816,"MALE",2019,167,150,478,1,1902,1398,1515,22,215,291,314
661601,"WESTCHESTER",13,9,13,9,26,17.9,"MIDDLE/HIGH",119,0.821,"FEMALE",2019,167,150,478,1,1902,1398,1515,22,215,291,314
661601,"WESTCHESTER",18,12.2,21,14.2,39,26.4,"MIDDLE/HIGH",103,0.696,"MALE",2019,167,150,478,1,1902,1398,1515,22,215,291,314
661901,"WESTCHESTER",13,8.8,13,8.8,26,17.6,"ELEMENTARY",111,0.75,"FEMALE",2019,130,44,323,1,983,763,809,80,91,151,219
661901,"WESTCHESTER",13,7.7,14,8.3,27,16,"ELEMENTARY",142,0.84,"MALE",2019,130,44,323,1,983,763,809,80,91,151,219
661901,"WESTCHESTER",8,8.5,7,7.4,15,16,"MIDDLE/HIGH",79,0.84,"FEMALE",2019,130,44,323,1,983,763,809,80,91,151,219
661901,"WESTCHESTER",16,13,14,11.4,30,24.4,"MIDDLE/HIGH",93,0.756,"MALE",2019,130,44,323,1,983,763,809,80,91,151,219
662001,"WESTCHESTER",77,15.9,15,3.1,92,19,"ELEMENTARY",367,0.76,"FEMALE",2019,1024,52,334,3,3022,2297,2448,86,310,455,0
662001,"WESTCHESTER",44,9.4,20,4.3,64,13.6,"ELEMENTARY",383,0.817,"MALE",2019,1024,52,334,3,3022,2297,2448,86,310,455,0
662001,"WESTCHESTER",37,11.1,17,5.1,54,16.2,"MIDDLE/HIGH",262,0.787,"FEMALE",2019,1024,52,334,3,3022,2297,2448,86,310,455,0
662001,"WESTCHESTER",46,13.1,18,5.1,64,18.3,"MIDDLE/HIGH",277,0.791,"MALE",2019,1024,52,334,3,3022,2297,2448,86,310,455,0
662101,"WESTCHESTER",23,18.4,8,6.4,31,24.8,"ELEMENTARY",89,0.712,"FEMALE",2019,101,32,293,1,2384,1400,1466,35,55,481,305
662101,"WESTCHESTER",21,15,13,9.3,34,24.3,"ELEMENTARY",96,0.686,"MALE",2019,101,32,293,1,2384,1400,1466,35,55,481,305
662101,"WESTCHESTER",17,12.7,13,9.7,30,22.4,"MIDDLE/HIGH",104,0.776,"FEMALE",2019,101,32,293,1,2384,1400,1466,35,55,481,305
662101,"WESTCHESTER",18,11.8,20,13.2,38,25,"MIDDLE/HIGH",107,0.704,"MALE",2019,101,32,293,1,2384,1400,1466,35,55,481,305
670401,"WYOMING",10,13.5,15,20.3,25,33.8,"ELEMENTARY",49,0.662,"FEMALE",2019,5,6,20,3,899,455,481,3,3,112,422
670401,"WYOMING",13,12.7,15,14.7,28,27.5,"ELEMENTARY",74,0.725,"MALE",2019,5,6,20,3,899,455,481,3,3,112,422
670401,"WYOMING",12,22.2,10,18.5,22,40.7,"MIDDLE/HIGH",32,0.593,"FEMALE",2019,5,6,20,3,899,455,481,3,3,112,422
670401,"WYOMING",13,25.5,9,17.6,22,43.1,"MIDDLE/HIGH",29,0.569,"MALE",2019,5,6,20,3,899,455,481,3,3,112,422
671501,"WYOMING",21,25.3,9,10.8,30,36.1,"ELEMENTARY",53,0.639,"FEMALE",2019,9,7,30,1,799,457,415,8,26,87,415
671501,"WYOMING",17,19.5,11,12.6,28,32.2,"ELEMENTARY",59,0.678,"MALE",2019,9,7,30,1,799,457,415,8,26,87,415
671501,"WYOMING",6,9.5,16,25.4,22,34.9,"MIDDLE/HIGH",41,0.651,"FEMALE",2019,9,7,30,1,799,457,415,8,26,87,415
671501,"WYOMING",9,17.6,17,33.3,26,51,"MIDDLE/HIGH",25,0.49,"MALE",2019,9,7,30,1,799,457,415,8,26,87,415
680801,"YATES",12,17.9,17,25.4,29,43.3,"ELEMENTARY",38,0.567,"FEMALE",2019,1,3,27,1,621,317,359,0,23,140,384
680801,"YATES",14,19.2,17,23.3,31,42.5,"ELEMENTARY",42,0.575,"MALE",2019,1,3,27,1,621,317,359,0,23,140,384
680801,"YATES",7,16.3,7,16.3,14,32.6,"MIDDLE/HIGH",29,0.674,"FEMALE",2019,1,3,27,1,621,317,359,0,23,140,384
680801,"YATES",8,17,14,29.8,22,46.8,"MIDDLE/HIGH",25,0.532,"MALE",2019,1,3,27,1,621,317,359,0,23,140,384
